F2	FILES
"Choose the correct 'end' routine; for the color-map case
                   * all the setup has already been done."	repos/libpng-code/pngread.c
SIMPLIFIED_READ	repos/libpng-code/pngread.c
READ	repos/libpng-code/pngread.c
"contrib/powerpc-vsx/linux_aux.c
 *
 * Copyright (c) 2017 Glenn Randers-Pehrson
 * Written by Vadim Barkov, 2017.
 * Last changed in libpng 1.6.29 [March 16, 2017]
 *
 * This code is released under the libpng license.
 * For conditions of distribution and use, see the disclaimer
 * and license in png.h
 *
 * STATUS: TESTED
 * BUG REPORTS: png-mng-implement@sourceforge.net
 *
 * png_have_vsx implemented for Linux by using the auxiliary vector mechanism.
 *
 * This code is strict ANSI-C and is probably moderately portable; it does
 * however use <stdio.h> and it assumes that /proc/cpuinfo is never localized."	repos/libpng-code/contrib/powerpc-vsx/linux_aux.c
"pngerror.c - stub functions for i/o and memory allocation
 *
 * Copyright (c) 2018 Cosmin Truta
 * Copyright (c) 1998-2002,2004,2006-2017 Glenn Randers-Pehrson
 * Copyright (c) 1996-1997 Andreas Dilger
 * Copyright (c) 1995-1996 Guy Eric Schalnat, Group 42, Inc.
 *
 * This code is released under the libpng license.
 * For conditions of distribution and use, see the disclaimer
 * and license in png.h
 *
 * This file provides a location for all error handling.  Users who
 * need special error handling are expected to write replacement functions
 * and use png_set_error_fn() to use those functions.  See the instructions
 * at each function."	repos/libpng-code/pngerror.c
PRIVATE	repos/libpng-code/pngerror.c
WARNINGS	repos/libpng-code/pngerror.c
"This function is called whenever there is a fatal error.  This function
 * should not be changed.  If there is a need to handle errors differently,
 * you should supply a replacement error function and use png_set_error_fn()
 * to replace the error function at run-time."	repos/libpng-code/pngerror.c
"Strip ""#nnnn "" from beginning of error message."	repos/libpng-code/pngerror.c
"If the custom handler doesn't exist, or if it returns,
      use the default handler, which will not return."	repos/libpng-code/pngerror.c
"Prior to 1.5.2 the error_fn received a NULL pointer, expressed
    * erroneously as '\0', instead of the empty string """".  This was
    * apparently an error, introduced in libpng-1.2.20, and png_default_error
    * will crash in this case."	repos/libpng-code/pngerror.c
"If the custom handler doesn't exist, or if it returns,
      use the default handler, which will not return."	repos/libpng-code/pngerror.c
ERROR_TEXT	repos/libpng-code/pngerror.c
"Utility to safely appends strings to a buffer.  This never errors out so
 * error checking is not required in the caller."	repos/libpng-code/pngerror.c
"Utility to dump an unsigned value into a buffer, given a start pointer and
 * and end pointer (which should point just *beyond* the end of the buffer!)
 * Returns the pointer to the start of the formatted string."	repos/libpng-code/pngerror.c
number of digits output	repos/libpng-code/pngerror.c
minimum number required	repos/libpng-code/pngerror.c
digit output (for the fixed point format)	repos/libpng-code/pngerror.c
"This is written so that the loop always runs at least once, even with
    * number zero."	repos/libpng-code/pngerror.c
Needs five digits (the fraction)	repos/libpng-code/pngerror.c
Expects at least 2 digits.	repos/libpng-code/pngerror.c
FALLTHROUGH	repos/libpng-code/pngerror.c
This format expects at least two digits	repos/libpng-code/pngerror.c
FALLTHROUGH	repos/libpng-code/pngerror.c
an error	repos/libpng-code/pngerror.c
Keep track of the number of digits added	repos/libpng-code/pngerror.c
Float a fixed number here:	repos/libpng-code/pngerror.c
"End of the fraction, but maybe nothing was output?  In that case
          * drop the decimal point.  If the number is a true zero handle that
          * here."	repos/libpng-code/pngerror.c
and !output	repos/libpng-code/pngerror.c
"This function is called whenever there is a non-fatal error.  This function
 * should not be changed.  If there is a need to handle warnings differently,
 * you should supply a replacement warning function and use
 * png_set_error_fn() to replace the warning function at run-time."	repos/libpng-code/pngerror.c
"These functions support 'formatted' warning messages with up to
 * PNG_WARNING_PARAMETER_COUNT parameters.  In the format string the parameter
 * is introduced by @<number>, where 'number' starts at 1.  This follows the
 * standard established by X/Open for internationalizable error messages."	repos/libpng-code/pngerror.c
Avoid overflow by doing the negate in a png_alloc_size_t:	repos/libpng-code/pngerror.c
"The internal buffer is just 192 bytes - enough for all our messages,
    * overflow doesn't happen because this code checks!  If someone figures
    * out how to send us a message longer than 192 bytes, all that will
    * happen is that the message will be truncated appropriately."	repos/libpng-code/pngerror.c
Index in the msg[] buffer:	repos/libpng-code/pngerror.c
"Each iteration through the following loop writes at most one character
    * to msg[i++] then returns here to validate that there is still space for
    * the trailing '\0'.  It may (in the case of a parameter) read more than
    * one character from message[]; it must check for '\0' and continue to the
    * test if it finds the end of string."	repos/libpng-code/pngerror.c
"'@' at end of string is now just printed (previously it was skipped);
       * it is an error in the calling code to terminate the string with @."	repos/libpng-code/pngerror.c
Consume the '@'	repos/libpng-code/pngerror.c
"Search for the parameter digit, the index in the string is the
          * parameter to use."	repos/libpng-code/pngerror.c
If the parameter digit is out of range it will just get printed.	repos/libpng-code/pngerror.c
Append this parameter	repos/libpng-code/pngerror.c
"No need to copy the trailing '\0' here, but there is no guarantee
             * that parm[] has been initialized, so there is no guarantee of a
             * trailing '\0':"	repos/libpng-code/pngerror.c
Consume the parameter digit too:	repos/libpng-code/pngerror.c
"else not a parameter and there is a character after the @ sign; just
          * copy that.  This is known not to be '\0' because of the test above."	repos/libpng-code/pngerror.c
"At this point *message can't be '\0', even in the bad parameter case
       * above where there is a lone '@' at the end of the message string."	repos/libpng-code/pngerror.c
i is always less than (sizeof msg), so:	repos/libpng-code/pngerror.c
"And this is the formatted message. It may be larger than
    * PNG_MAX_ERROR_TEXT, but that is only used for 'chunk' errors and these
    * are not (currently) formatted."	repos/libpng-code/pngerror.c
WARNINGS	repos/libpng-code/pngerror.c
PRIVATE	repos/libpng-code/pngerror.c
PRIVATE	repos/libpng-code/pngerror.c
BENIGN_ERRORS	repos/libpng-code/pngerror.c
Currently limited by profile_error in png.c	repos/libpng-code/pngerror.c
"These utilities are used internally to build an error message that relates
 * to the current chunk.  The chunk name comes from png_ptr->chunk_name,
 * which is used to prefix the message.  The message is limited in length
 * to 63 bytes. The name characters are output as hex digits wrapped in []
 * if the character is invalid."	repos/libpng-code/pngerror.c
PRIVATE	repos/libpng-code/pngerror.c
iin < PNG_MAX_ERROR_TEXT, so the following is safe:	repos/libpng-code/pngerror.c
WARNINGS || ERROR_TEXT	repos/libpng-code/pngerror.c
READ && ERROR_TEXT	repos/libpng-code/pngerror.c
WARNINGS	repos/libpng-code/pngerror.c
READ	repos/libpng-code/pngerror.c
PRIVATE	repos/libpng-code/pngerror.c
"This is always supported, but for just read or just write it
    * unconditionally does the right thing."	repos/libpng-code/pngerror.c
"This API only exists if ANSI-C style error handling is used,
 * otherwise it is necessary for png_default_error to be overridden."	repos/libpng-code/pngerror.c
"From libpng 1.6.0 the app gets one chance to set a 'jmpbuf_size' value
    * and it must not change after that.  Libpng doesn't care how big the
    * buffer is, just that it doesn't change.
    *
    * If the buffer size is no *larger* than the size of jmp_buf when libpng is
    * compiled a built in jmp_buf is returned; this preserves the pre-1.6.0
    * semantics that this call will not fail.  If the size is larger, however,
    * the buffer is allocated and this may fail, causing the function to return
    * NULL."	repos/libpng-code/pngerror.c
not allocated	repos/libpng-code/pngerror.c
new NULL return on OOM	repos/libpng-code/pngerror.c
Already allocated: check the size	repos/libpng-code/pngerror.c
"This is an internal error in libpng: somehow we have been left
             * with a stack allocated jmp_buf when the application regained
             * control.  It's always possible to fix this up, but for the moment
             * this is a png_error because that makes it easy to detect."	repos/libpng-code/pngerror.c
png_ptr->jmp_buf_ptr = &png_ptr->jmp_buf_local;	repos/libpng-code/pngerror.c
caller will probably crash: no choice here	repos/libpng-code/pngerror.c
"Finally fill in the function, now we have a satisfactory buffer. It is
    * valid to change the function on every call."	repos/libpng-code/pngerror.c
PRIVATE	repos/libpng-code/pngerror.c
"A size of 0 is used to indicate a local, stack, allocation of the
       * pointer; used here and in png.c"	repos/libpng-code/pngerror.c
"This stuff is so that a failure to free the error control structure
          * does not leave libpng in a state with no valid error handling: the
          * free always succeeds, if there is an error it gets ignored."	repos/libpng-code/pngerror.c
Make an internal, libpng, jmp_buf to return here	repos/libpng-code/pngerror.c
come back here	repos/libpng-code/pngerror.c
stack allocation	repos/libpng-code/pngerror.c
Return to setjmp on error	repos/libpng-code/pngerror.c
*Always* cancel everything out:	repos/libpng-code/pngerror.c
"This is the default error handling function.  Note that replacements for
 * this function MUST NOT RETURN, or the program will likely crash.  This
 * function is used by default, or if the program supplies NULL for the
 * error function pointer in png_set_error_fn()."	repos/libpng-code/pngerror.c
PRIVATE	repos/libpng-code/pngerror.c
Check on NULL only added in 1.5.4	repos/libpng-code/pngerror.c
"Strip ""#nnnn "" from beginning of error message."	repos/libpng-code/pngerror.c
Make compiler happy	repos/libpng-code/pngerror.c
"If control reaches this point, png_longjmp() must not return. The only
    * choice is to terminate the whole process (or maybe the thread); to do
    * this the ANSI-C abort() function is used unless a different method is
    * implemented by overriding the default configuration setting for
    * PNG_ABORT()."	repos/libpng-code/pngerror.c
"This function is called when there is a warning, but the library thinks
 * it can continue anyway.  Replacement functions don't have to do anything
 * here if you don't want them to.  In the default configuration, png_ptr is
 * not used, but it is passed in case it may be useful."	repos/libpng-code/pngerror.c
PRIVATE	repos/libpng-code/pngerror.c
Make compiler happy	repos/libpng-code/pngerror.c
Make compiler happy	repos/libpng-code/pngerror.c
WARNINGS	repos/libpng-code/pngerror.c
"This function is called when the application wants to use another method
 * of handling errors and warnings.  Note that the error function MUST NOT
 * return to the calling routine or serious problems will occur.  The return
 * method used in the default routine calls longjmp(png_ptr->jmp_buf_ptr, 1)"	repos/libpng-code/pngerror.c
"This function returns a pointer to the error_ptr associated with the user
 * functions.  The application should free any memory associated with this
 * pointer before png_write_destroy and png_read_destroy are called."	repos/libpng-code/pngerror.c
"Currently the above both depend on SETJMP_SUPPORTED, however it would be
    * possible to implement without setjmp support just so long as there is some
    * way to handle the error return here:"	repos/libpng-code/pngerror.c
PRIVATE	repos/libpng-code/pngerror.c
"An error is always logged here, overwriting anything (typically a warning)
    * that is already there:"	repos/libpng-code/pngerror.c
"Retrieve the jmp_buf from within the png_control, making this work for
       * C++ compilation too is pretty tricky: C++ wants a pointer to the first
       * element of a jmp_buf, but C doesn't tell us the type of that."	repos/libpng-code/pngerror.c
Missing longjmp buffer, the following is to help debugging:	repos/libpng-code/pngerror.c
Here on an internal programming error.	repos/libpng-code/pngerror.c
PRIVATE	repos/libpng-code/pngerror.c
A warning is only logged if there is no prior warning or error.	repos/libpng-code/pngerror.c
PRIVATE	repos/libpng-code/pngerror.c
Safely execute function(arg) with png_error returning to this function.	repos/libpng-code/pngerror.c
And do the cleanup prior to any failure return.	repos/libpng-code/pngerror.c
SIMPLIFIED READ || SIMPLIFIED_WRITE	repos/libpng-code/pngerror.c
READ || WRITE	repos/libpng-code/pngerror.c
"pngtest.c - a simple test program to test libpng
 *
 * Copyright (c) 2018-2019 Cosmin Truta
 * Copyright (c) 1998-2002,2004,2006-2018 Glenn Randers-Pehrson
 * Copyright (c) 1996-1997 Andreas Dilger
 * Copyright (c) 1995-1996 Guy Eric Schalnat, Group 42, Inc.
 *
 * This code is released under the libpng license.
 * For conditions of distribution and use, see the disclaimer
 * and license in png.h
 *
 * This program reads in a PNG image, writes it out again, and then
 * compares the two files.  If the files are identical, this shows that
 * the basic chunk handling, filtering, and (de)compression code is working
 * properly.  It does not currently test all of the transforms, although
 * it probably should.
 *
 * The program will report ""FAIL"" in certain legitimate cases:
 * 1) when the compression level or filter selection method is changed.
 * 2) when the maximum IDAT size (PNG_ZBUF_SIZE in pngconf.h) is not 8192.
 * 3) unknown unsafe-to-copy ancillary chunks or unknown critical chunks
 *    exist in the input file.
 * 4) others not listed here...
 * In these cases, it is best to check with another tool such as ""pngcheck""
 * to see what the differences between the two files are.
 *
 * If a filename is given on the command-line, then this file is used
 * for the input, rather than the default ""pngtest.png"".  This allows
 * testing a wide variety of files easily.  You can also test a number
 * of files at once by typing ""pngtest -m file1.png file2.png ..."""	repos/libpng-code/pngtest.c
Defined so I can write to a file on gui/windowing platforms	repos/libpng-code/pngtest.c
#define STDERR stderr	repos/libpng-code/pngtest.c
For DOS	repos/libpng-code/pngtest.c
"Known chunks that exist in pngtest.png must be supported or pngtest will fail
 * simply as a result of re-ordering them.  This may be fixed in 1.7
 *
 * pngtest allocates a single row buffer for each row and overwrites it,
 * therefore if the write side doesn't support the writing of interlaced images
 * nothing can be done for an interlaced image (and the code below will fail
 * horribly trying to write extra data after writing garbage)."	repos/libpng-code/pngtest.c
else nothing can be done	repos/libpng-code/pngtest.c
defined by pnglibconf.h from 1.7	repos/libpng-code/pngtest.c
Copied from pngpriv.h but only used in error messages below.	repos/libpng-code/pngtest.c
Makes pngtest verbose so we can find problems.	repos/libpng-code/pngtest.c
Makes buffer overruns easier to nail	repos/libpng-code/pngtest.c
"Turn on CPU timing
#define PNGTEST_TIMING"	repos/libpng-code/pngtest.c
older libpng	repos/libpng-code/pngtest.c
chunk unsupported by libpng in input	repos/libpng-code/pngtest.c
count calls to png_error	repos/libpng-code/pngtest.c
count calls to png_warning	repos/libpng-code/pngtest.c
Define png_jmpbuf() in case we are using a pre-1.0.6 version of libpng	repos/libpng-code/pngtest.c
Defines for unknown chunk handling if required.	repos/libpng-code/pngtest.c
Utility to save typing/errors, the argument must be a name	repos/libpng-code/pngtest.c
Example of using row callbacks to make a simple progress meter	repos/libpng-code/pngtest.c
Example of using a user transform callback (doesn't do anything at present).	repos/libpng-code/pngtest.c
"Example of using user transform callback (we don't transform anything,
 * but merely count the zero samples)"	repos/libpng-code/pngtest.c
"Contents of row_info:
    *  png_uint_32 width      width of row
    *  png_uint_32 rowbytes   number of bytes in row
    *  png_byte color_type    color type of pixels
    *  png_byte bit_depth     bit depth of samples
    *  png_byte channels      number of channels (1-4)
    *  png_byte pixel_depth   bits per pixel (depth*channels)"	repos/libpng-code/pngtest.c
Counts the number of zero samples (or zero pixels if color_type is 3	repos/libpng-code/pngtest.c
Other color types	repos/libpng-code/pngtest.c
WRITE_USER_TRANSFORM	repos/libpng-code/pngtest.c
START of code to validate stdio-free compilation	repos/libpng-code/pngtest.c
"These copies of the default read/write functions come from pngrio.c and
 * pngwio.c.  They allow ""don't include stdio"" testing of the library.
 * This is the function that does the actual reading of data.  If you are
 * not reading from a standard C stream, you should create a replacement
 * read_data function and use it at run time with png_set_read_fn(), rather
 * than changing the library."	repos/libpng-code/pngtest.c
Check if the current operation (reading / writing) is as expected.	repos/libpng-code/pngtest.c
"Check if the buffer size specific to the current location
    * (file signature / header / data / crc) is as expected."	repos/libpng-code/pngtest.c
no restrictions here	repos/libpng-code/pngtest.c
uninitialized	repos/libpng-code/pngtest.c
"fread() returns 0 on error, so it is OK to store this in a size_t
    * instead of an int, which is what fread() actually returns."	repos/libpng-code/pngtest.c
Do nothing; fflush() is said to be just a waste of energy.	repos/libpng-code/pngtest.c
Stifle compiler warning	repos/libpng-code/pngtest.c
"This is the function that does the actual writing of data.  If you are
 * not writing to a standard C stream, you should create a replacement
 * write_data function and use it at run time with png_set_write_fn(), rather
 * than changing the library."	repos/libpng-code/pngtest.c
!STDIO	repos/libpng-code/pngtest.c
"This function is called when there is a warning, but the library thinks
 * it can continue anyway.  Replacement functions don't have to do anything
 * here if you don't want to.  In the default configuration, png_ptr is
 * not used, but it is passed in case it may be useful."	repos/libpng-code/pngtest.c
"This is the default error handling function.  Note that replacements for
 * this function MUST NOT RETURN, or the program will likely crash.  This
 * function is used by default, or if the program supplies NULL for the
 * error function pointer in png_set_error_fn()."	repos/libpng-code/pngtest.c
"We can return because png_error calls the default handler, which is
    * actually OK in this case."	repos/libpng-code/pngtest.c
END of code to validate stdio-free compilation	repos/libpng-code/pngtest.c
START of code to validate memory allocation and deallocation	repos/libpng-code/pngtest.c
"Allocate memory.  For reasonable files, size should never exceed
 * 64K.  However, zlib may allocate more than 64K if you don't tell
 * it not to.  See zconf.h and png.h for more information.  zlib does
 * need to allocate exactly 64K, so whatever you call here must
 * have the ability to do that.
 *
 * This piece of code can be compiled to validate max 64K allocations
 * by setting MAXSEG_64K in zlib zconf.h *or* PNG_MAX_MALLOC_64K."	repos/libpng-code/pngtest.c
"png_malloc has already tested for NULL; png_create_struct calls
    * png_debug_malloc directly, with png_ptr == NULL which is OK"	repos/libpng-code/pngtest.c
"This calls the library allocator twice, once to get the requested
      buffer and once to get a new free list entry."	repos/libpng-code/pngtest.c
Disable malloc_fn and free_fn	repos/libpng-code/pngtest.c
Restore malloc_fn and free_fn	repos/libpng-code/pngtest.c
Make sure the caller isn't assuming zeroed memory.	repos/libpng-code/pngtest.c
Free a pointer.  It is removed from the list at the same time.	repos/libpng-code/pngtest.c
This happens all the time.	repos/libpng-code/pngtest.c
Unlink the element from the list.	repos/libpng-code/pngtest.c
"We must free the list element too, but first kill
               the memory that is to be freed."	repos/libpng-code/pngtest.c
Finally free the data.	repos/libpng-code/pngtest.c
USER_MEM && DEBUG	repos/libpng-code/pngtest.c
END of code to test memory allocation/deallocation	repos/libpng-code/pngtest.c
Demonstration of user chunk support of the sTER and vpAg chunks	repos/libpng-code/pngtest.c
"(sTER is a public chunk not yet known by libpng.  vpAg is a private
chunk used in ImageMagick to store ""virtual page"" size)."	repos/libpng-code/pngtest.c
Used for location and order; zero means nothing.	repos/libpng-code/pngtest.c
already have one of these	repos/libpng-code/pngtest.c
"Find where we are (the code below zeroes info_ptr to indicate that the
    * chunks before the first IDAT have been read.)"	repos/libpng-code/pngtest.c
after IDAT	repos/libpng-code/pngtest.c
handled	repos/libpng-code/pngtest.c
"Return one of the following:
    *    return (-n);  chunk had an error
    *    return (0);  did not recognize
    *    return (n);  success
    *
    * The unknown chunk structure contains the chunk data:
    * png_byte name[5];
    * png_byte *data;
    * size_t size;
    *
    * Note that libpng has already taken care of the CRC handling."	repos/libpng-code/pngtest.c
s  T	repos/libpng-code/pngtest.c
E  R	repos/libpng-code/pngtest.c
Found sTER chunk	repos/libpng-code/pngtest.c
Error return	repos/libpng-code/pngtest.c
Invalid mode	repos/libpng-code/pngtest.c
duplicate sTER - give it to libpng	repos/libpng-code/pngtest.c
v  p	repos/libpng-code/pngtest.c
A  g	repos/libpng-code/pngtest.c
Did not recognize	repos/libpng-code/pngtest.c
Found ImageMagick vpAg chunk	repos/libpng-code/pngtest.c
Error return	repos/libpng-code/pngtest.c
duplicate vpAg	repos/libpng-code/pngtest.c
"Notice that this preserves the original chunk order, however chunks
    * intercepted by the callback will be written *after* chunks passed to
    * libpng.  This will actually reverse a pair of sTER chunks or a pair of
    * vpAg chunks, resulting in an error later.  This is not worth worrying
    * about - the chunks should not be duplicated!"	repos/libpng-code/pngtest.c
WRITE	repos/libpng-code/pngtest.c
!READ_USER_CHUNKS	repos/libpng-code/pngtest.c
END of code to demonstrate user chunk support	repos/libpng-code/pngtest.c
"START of code to check that libpng has the required text support; this only
 * checks for the write support because if read support is missing the chunk
 * will simply not be reported back to pngtest."	repos/libpng-code/pngtest.c
In libpng 1.7 this now does an app-error, so stop it:	repos/libpng-code/pngtest.c
This is an error	repos/libpng-code/pngtest.c
END of code to check that libpng has the required text support	repos/libpng-code/pngtest.c
Test one file	repos/libpng-code/pngtest.c
"""static"" prevents setjmp corruption"	repos/libpng-code/pngtest.c
WRITE_FILTER	repos/libpng-code/pngtest.c
!WRITE	repos/libpng-code/pngtest.c
!WRITE	repos/libpng-code/pngtest.c
Treat png_benign_error() as errors on read	repos/libpng-code/pngtest.c
Treat them as errors on write	repos/libpng-code/pngtest.c
"if strict is not set, then app warnings and errors are treated as
       * warnings in release builds, but not in unstable builds; this can be
       * changed with '--relaxed'."	repos/libpng-code/pngtest.c
Allow application (pngtest) errors and warnings to pass	repos/libpng-code/pngtest.c
Turn off CRC checking while reading	repos/libpng-code/pngtest.c
Turn off ADLER32 checking while reading	repos/libpng-code/pngtest.c
BENIGN_ERRORS	repos/libpng-code/pngtest.c
"Preserve all the unknown chunks, if possible.  If this is disabled then,
    * even if the png_{get,set}_unknown_chunks stuff is enabled, we can't use
    * libpng to *save* the unknown chunks on read (because we can't switch the
    * save option on!)
    *
    * Notice that if SET_UNKNOWN_CHUNKS is *not* supported read will discard all
    * unknown chunks and write will write them all."	repos/libpng-code/pngtest.c
"This is a bit of a hack; there is no obvious way in the callback function
    * to determine that the chunks before the first IDAT have been read, so
    * remove the info_ptr (which is only used to determine position relative to
    * PLTE) here to indicate that we are after the IDAT."	repos/libpng-code/pngtest.c
"num_passes may not be available below if interlace support is not
          * provided by libpng for both read and write."	repos/libpng-code/pngtest.c
NOT REACHED	repos/libpng-code/pngtest.c
Use floating point versions	repos/libpng-code/pngtest.c
Floating point	repos/libpng-code/pngtest.c
Fixed point	repos/libpng-code/pngtest.c
TIME_RFC1123	repos/libpng-code/pngtest.c
libpng doesn't reject a tRNS chunk with out-of-range samples	repos/libpng-code/pngtest.c
"Copy the locations from the read_info_ptr.  The automatically
          * generated locations in write_end_info_ptr are wrong prior to 1.6.0
          * because they are reset from the write pointer (removed in 1.6.0)."	repos/libpng-code/pngtest.c
"Write the info in two steps so that if we write the 'unknown' chunks here
    * they go to the correct place."	repos/libpng-code/pngtest.c
before PLTE	repos/libpng-code/pngtest.c
after PLTE	repos/libpng-code/pngtest.c
after IDAT	repos/libpng-code/pngtest.c
Test the 'compatibility' setting here, if it is available.	repos/libpng-code/pngtest.c
SINGLE_ROWBUF_ALLOC	repos/libpng-code/pngtest.c
"Both must be defined for libpng to be able to handle the interlace,
    * otherwise it gets handled below by simply reading and writing the passes
    * directly."	repos/libpng-code/pngtest.c
png_set_interlace_handling not called on either read or write	repos/libpng-code/pngtest.c
not using libpng interlace handling	repos/libpng-code/pngtest.c
interlaced	repos/libpng-code/pngtest.c
not interlaced	repos/libpng-code/pngtest.c
!SINGLE_ROWBUF_ALLOC	repos/libpng-code/pngtest.c
WRITE	repos/libpng-code/pngtest.c
!SINGLE_ROWBUF_ALLOC	repos/libpng-code/pngtest.c
TIME_RFC1123	repos/libpng-code/pngtest.c
"Copy the locations from the read_info_ptr.  The automatically
          * generated locations in write_end_info_ptr are wrong prior to 1.6.0
          * because they are reset from the write pointer (removed in 1.6.0)."	repos/libpng-code/pngtest.c
"Normally one would use Z_DEFAULT_STRATEGY for text compression.
    * This is here just to make pngtest replicate the results from libpng
    * versions prior to 1.5.4, and to test this new API."	repos/libpng-code/pngtest.c
"When the unknown vpAg/sTER chunks are written by pngtest the only way to
    * do it is to write them *before* calling png_write_end.  When unknown
    * chunks are written by libpng, however, they are written just before IEND.
    * There seems to be no way round this, however vpAg/sTER are not expected
    * after IDAT."	repos/libpng-code/pngtest.c
SINGLE_ROWBUF_ALLOC	repos/libpng-code/pngtest.c
"Summarize any warnings or errors and in 'strict' mode fail the test.
    * Unsupported chunks can result in warnings, in that case ignore the strict
    * setting, otherwise fail the test on warnings as well as errors."	repos/libpng-code/pngtest.c
"We don't really expect to get here because of the setjmp handling
       * above, but this is safe."	repos/libpng-code/pngtest.c
If there is no write support nothing was written!	repos/libpng-code/pngtest.c
else nothing was written	repos/libpng-code/pngtest.c
else the files will be changed	repos/libpng-code/pngtest.c
"NOTE: the unsupported_chunks escape is permitted here because
             * unsupported text chunk compression will result in the compression
             * mode being changed (to NONE) yet, in the test case, the result
             * can be exactly the same size!"	repos/libpng-code/pngtest.c
WRITE && WRITE_FILTER	repos/libpng-code/pngtest.c
Input and output filenames	repos/libpng-code/pngtest.c
Show the version of libpng used in building the library	repos/libpng-code/pngtest.c
Show the version of libpng used in building the application	repos/libpng-code/pngtest.c
"Do some consistency checking on the memory allocation settings, I'm
    * not sure this matters, but it is nice to know, the first of these
    * tests should be impossible because of the way the macros are set
    * in pngconf.h"	repos/libpng-code/pngtest.c
I think the following can happen.	repos/libpng-code/pngtest.c
TIME_RFC1123	repos/libpng-code/pngtest.c
TIME_RFC1123	repos/libpng-code/pngtest.c
And skip this test	repos/libpng-code/pngtest.c
Generate a compiler error if there is an old png.h in the search path.	repos/libpng-code/pngtest.c
"png.c - location for general purpose libpng functions
 *
 * Copyright (c) 2018-2019 Cosmin Truta
 * Copyright (c) 1998-2002,2004,2006-2018 Glenn Randers-Pehrson
 * Copyright (c) 1996-1997 Andreas Dilger
 * Copyright (c) 1995-1996 Guy Eric Schalnat, Group 42, Inc.
 *
 * This code is released under the libpng license.
 * For conditions of distribution and use, see the disclaimer
 * and license in png.h"	repos/libpng-code/png.c
Generate a compiler error if there is an old png.h in the search path.	repos/libpng-code/png.c
"The version tests may need to be added to, but the problem warning has
 * consistently been fixed in GCC versions which obtain wide-spread release.
 * The problem is that many versions of GCC rearrange comparison expressions in
 * the optimizer in such a way that the results of the comparison will change
 * if signed integer overflow occurs.  Such comparisons are not permitted in
 * ANSI C90, however GCC isn't clever enough to work out that that do not occur
 * below in png_ascii_from_fp and png_muldiv, so it produces a warning with
 * -Wextra.  Unfortunately this is highly dependent on the optimizer and the
 * machine architecture so the warning comes and goes unpredictably and is
 * impossible to ""fix"", even were that a good idea."	repos/libpng-code/png.c
GNU 7.1.x	repos/libpng-code/png.c
GNU	repos/libpng-code/png.c
"Tells libpng that we have already handled the first ""num_bytes"" bytes
 * of the PNG file signature.  If the PNG data is embedded into another
 * stream we can set num_bytes = 8 so that libpng will not attempt to read
 * or write any of the magic bytes before it starts on the IHDR."	repos/libpng-code/png.c
"Checks whether the supplied bytes match the PNG signature.  We allow
 * checking less than the full 8-byte signature so that those apps that
 * already read the first few bytes of a file to determine the file type
 * can simply check the remaining bytes for extra assurance.  Returns
 * an integer less than, equal to, or greater than zero if sig is found,
 * respectively, to be less than, to match, or be greater than the correct
 * PNG signature (this is the same behavior as strcmp, memcmp, etc)."	repos/libpng-code/png.c
READ	repos/libpng-code/png.c
Function to allocate memory for zlib	repos/libpng-code/png.c
PRIVATE	repos/libpng-code/png.c
Function to free memory for zlib	repos/libpng-code/png.c
PRIVATE	repos/libpng-code/png.c
"Reset the CRC variable to 32 bits of 1's.  Care must be taken
 * in case CRC is > 32 bits to leave the top bits 0."	repos/libpng-code/png.c
PRIVATE	repos/libpng-code/png.c
The cast is safe because the crc is a 32-bit value.	repos/libpng-code/png.c
"Calculate the CRC over a section of data.  We can only pass as
 * much data to this routine as the largest single buffer size.  We
 * also check that this data will actually be used before going to the
 * trouble of calculating it."	repos/libpng-code/png.c
PRIVATE	repos/libpng-code/png.c
critical	repos/libpng-code/png.c
"'uLong' is defined in zlib.h as unsigned long; this means that on some
    * systems it is a 64-bit value.  crc32, however, returns 32 bits so the
    * following cast is safe.  'uInt' may be no more than 16 bits, so it is
    * necessary to perform a loop here."	repos/libpng-code/png.c
Should never issue a warning	repos/libpng-code/png.c
evil, but safe	repos/libpng-code/png.c
"The following should never issue compiler warnings; if they do the
          * target system has characteristics that will probably violate other
          * assumptions within the libpng code."	repos/libpng-code/png.c
And the following is always safe because the crc is only 32 bits.	repos/libpng-code/png.c
"Check a user supplied version number, called from both read and write
 * functions that create a png_struct."	repos/libpng-code/png.c
"Libpng versions 1.0.0 and later are binary compatible if the version
    * string matches through the second '.'; we must recompile any
    * applications that use any older library version."	repos/libpng-code/png.c
Success return.	repos/libpng-code/png.c
"Generic function to create a png_struct for either read or write - this
 * contains the common initialization."	repos/libpng-code/png.c
PRIVATE	repos/libpng-code/png.c
"This temporary stack-allocated structure is used to provide a place to
    * build enough context to allow the user provided memory allocator (if any)
    * to be called."	repos/libpng-code/png.c
Added at libpng-1.2.6	repos/libpng-code/png.c
Added at libpng-1.2.43 and 1.4.0	repos/libpng-code/png.c
"Added at libpng-1.2.43 and 1.4.1, required only for read but exists
       * in png_struct regardless."	repos/libpng-code/png.c
"The following two API calls simply set fields in png_struct, so it is safe
    * to do them now even though error handling is not yet set up."	repos/libpng-code/png.c
"(*error_fn) can return control to the caller after the error_ptr is set,
    * this will result in a memory leak unless the error_fn does something
    * extremely sophisticated.  The design lacks merit but is implicit in the
    * API."	repos/libpng-code/png.c
